"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"C. Anthony","20","3","10","1","4","0","0","0","1","1","3","1","0","3","5","-20","7","G","Played",TRUE,"4432809","cole-anthony","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Mane","6","0","1","0","1","0","0","0","2","2","0","1","0","0","0","1","0","G","Played",TRUE,"4432528","karim-mane","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Cannady","7","1","3","1","2","0","0","0","1","1","1","0","1","0","1","-8","3","G","Played",TRUE,"3906977","devin-cannady","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Bone","6","1","3","1","2","2","2","0","2","2","1","0","0","0","0","0","5","G","Played",TRUE,"4066212","jordan-bone","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Aminu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-RIGHT KNEE REHAB",FALSE,"4248","al-farouq-aminu","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Isaac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-TORN LEFT ACL",FALSE,"4065654","jonathan-isaac","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Ennis III","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-RIGHT LEG",FALSE,"2579321","james-ennis-iii","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Bamba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-POST-COVID RECOVERY",FALSE,"4277919","mo-bamba","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Ross","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-BROKEN LEFT TOE",FALSE,"6619","terrence-ross","ORL","ATL","401265784",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Griffin","22","3","11","2","7","1","1","1","6","7","5","1","0","1","2","-1","9","F","Played",TRUE,"3989","blake-griffin","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Grant","22","1","11","0","5","4","4","2","1","3","0","0","2","1","2","-13","6","F","Played",TRUE,"2991070","jerami-grant","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Plumlee","21","2","2","0","0","0","0","1","2","3","0","3","0","3","0","-11","4","C","Played",TRUE,"2488653","mason-plumlee","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Hayes","21","2","7","0","3","1","1","0","4","4","3","2","0","7","1","-5","5","G","Played",TRUE,"4683024","killian-hayes","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Wright","15","0","3","0","0","0","0","0","4","4","2","1","0","0","0","-15","0","G","Played",TRUE,"3064447","delon-wright","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Bey","19","4","12","3","9","3","4","0","2","2","1","1","1","0","2","11","14","F","Played",TRUE,"4397136","saddiq-bey","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Doumbouya","11","1","2","0","1","2","2","1","3","4","0","0","0","1","1","-7","4","F","Played",TRUE,"4423314","sekou-doumbouya","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Okafor","20","2","2","0","0","1","1","2","2","4","1","0","0","1","1","-4","5","C","Played",TRUE,"3135048","jahlil-okafor","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"I. Stewart","7","1","2","0","0","0","0","2","2","4","0","0","0","0","1","9","2","C","Played",TRUE,"4432810","isaiah-stewart","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Rose","18","2","6","0","1","6","6","0","0","0","2","0","0","3","1","-9","10","G","Played",TRUE,"3456","derrick-rose","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Lee","9","0","0","0","0","0","2","0","1","1","2","0","0","1","0","8","0","G","Played",TRUE,"4278124","saben-lee","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"W. Ellington","17","1","3","1","3","2","2","0","1","1","0","0","0","0","2","6","5","G","Played",TRUE,"3981","wayne-ellington","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. McGruder","7","1","2","0","0","0","0","0","0","0","0","0","0","1","0","9","2","G","Played",TRUE,"2488826","rodney-mcgruder","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Mykhailiuk","16","4","9","4","8","2","2","0","2","2","0","3","0","0","0","-1","14","G","Played",TRUE,"3133602","svi-mykhailiuk","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Jackson","14","2","8","0","2","0","0","1","1","2","1","1","0","3","5","-7","4","G","Played",TRUE,"4066297","josh-jackson","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Lamb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4066790","anthony-lamb","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Musa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4348696","dzanan-musa","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. King","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4397103","louis-king","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Sirvydis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4423883","deividas-sirvydis","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Ball","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4278529","liangelo-ball","DET","NY","401265785",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Randle","29","5","11","1","2","0","3","1","7","8","6","2","0","2","3","4","11","F","Played",TRUE,"3064514","julius-randle","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Noel","25","5","7","0","0","0","2","2","6","8","1","1","2","2","3","11","10","C","Played",TRUE,"2991280","nerlens-noel","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"E. Payton","27","5","11","0","3","0","0","0","6","6","7","1","0","3","1","3","10","G","Played",TRUE,"2583639","elfrid-payton","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Burks","18","3","7","1","3","0","0","2","2","4","1","1","0","1","1","5","7","G","Played",TRUE,"6429","alec-burks","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Barrett","29","7","16","0","4","1","2","1","4","5","2","0","0","2","2","2","15","G","Played",TRUE,"4395625","rj-barrett","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"O. Toppin","20","4","9","0","2","3","5","2","5","7","1","0","1","1","4","0","11","F","Played",TRUE,"4278355","obi-toppin","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Bullock","13","2","3","1","2","0","0","0","1","1","1","1","0","0","2","-5","5","F","Played",TRUE,"2528779","reggie-bullock","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Knox II","17","2","6","0","3","1","2","0","2","2","1","0","1","3","4","6","5","F","Played",TRUE,"4278075","kevin-knox-ii","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Robinson","22","0","1","0","0","2","2","2","5","7","1","4","2","2","4","-1","2","C","Played",TRUE,"4351852","mitchell-robinson","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Smith Jr.","21","3","7","1","3","0","0","0","1","1","2","2","0","4","2","3","7","G","Played",TRUE,"4065697","dennis-smith-jr","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"F. Ntilikina","19","2","5","1","1","2","3","3","2","5","0","0","0","4","2","2","7","G","Played",TRUE,"4230547","frank-ntilikina","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Kidd-Gilchrist","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6601","michael-kidd-gilchrist","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Labissiere","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3936296","skal-labissiere","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"O. Spellman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4065836","omari-spellman","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"I. Brazdeikis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4397205","ignas-brazdeikis","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Rivers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6617","austin-rivers","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Harper","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4066248","jared-harper","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Pinson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3138154","theo-pinson","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"I. Quickley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4395724","immanuel-quickley","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Powell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4065816","myles-powell","NY","DET","401265785",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Markkanen","25","5","8","3","5","0","0","3","2","5","1","2","1","4","1","-27","13","F","Played",TRUE,"4066336","lauri-markkanen","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"O. Porter Jr.","19","3","6","1","3","2","2","0","2","2","1","0","0","0","0","-18","9","F","Played",TRUE,"2594922","otto-porter-jr","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"W. Carter Jr.","19","1","7","0","5","2","2","2","5","7","2","0","0","3","1","-26","4","C","Played",TRUE,"4277847","wendell-carter-jr","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. White","23","5","11","2","4","3","3","0","1","1","6","0","0","2","2","-29","15","G","Played",TRUE,"4395651","coby-white","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"Z. LaVine","23","4","8","2","4","2","4","0","3","3","1","0","2","2","4","-26","12","G","Played",TRUE,"3064440","zach-lavine","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Williams","25","5","9","0","2","2","2","1","2","3","0","0","0","3","3","3","12","F","Played",TRUE,"4431687","patrick-williams","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Vonleh","11","3","4","0","1","6","9","2","6","8","0","0","1","2","2","3","12","F","Played",TRUE,"3078284","noah-vonleh","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Hutchison","20","1","3","0","0","6","8","0","3","3","0","0","1","1","1","10","8","F","Played",TRUE,"3149010","chandler-hutchison","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Kornet","7","0","1","0","1","0","0","0","2","2","0","0","0","0","1","-2","0","C","Played",TRUE,"3064560","luke-kornet","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Gafford","17","2","9","0","0","1","2","4","4","8","0","0","0","2","2","-4","5","C","Played",TRUE,"4278049","daniel-gafford","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Arcidiacono","11","1","2","1","2","0","0","0","3","3","1","0","0","1","1","5","3","G","Played",TRUE,"2991047","ryan-arcidiacono","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Dotson","7","0","4","0","1","0","0","1","1","2","0","1","0","0","0","5","0","G","Played",TRUE,"4397016","devon-dotson","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Satoransky","26","3","5","2","3","3","5","1","6","7","6","0","0","0","1","0","11","G","Played",TRUE,"6621","tomas-satoransky","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"Z. Norvell Jr.","6","0","3","0","3","0","0","0","2","2","2","0","0","0","0","1","0","G","Played",TRUE,"4066649","zach-norvell-jr","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Young","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-LEFT LEG INJURY",FALSE,"3244","thaddeus-young","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Felicio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3113587","cristiano-felicio","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Shittu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4396908","simi-shittu","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Temple","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-NWT - Self Isolating",FALSE,"4023","garrett-temple","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Valentine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-STRAINED LEFT HAMSTRING",FALSE,"2999549","denzel-valentine","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Mokoka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-NOT WITH TEAM",FALSE,"4349241","adam-mokoka","CHI","HOU","401265786",2020-12-11,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. House Jr.","17","2","5","2","4","1","4","1","1","2","1","1","0","0","1","22","7","F","Played",TRUE,"2991155","danuel-house-jr","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Tate","18","2","6","0","2","0","0","1","3","4","0","2","0","0","0","10","4","F","Played",TRUE,"3136777","jaesean-tate","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Cousins","15","5","7","3","4","1","2","1","4","5","2","2","2","0","4","23","14","C","Played",TRUE,"4258","demarcus-cousins","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Wall","19","6","10","1","3","0","0","2","3","5","9","2","0","2","2","27","13","G","Played",TRUE,"4237","john-wall","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"E. Gordon","20","7","10","2","4","0","1","0","1","1","3","0","0","1","1","33","16","G","Played",TRUE,"3431","eric-gordon","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Caboclo","26","5","11","5","8","2","2","0","7","7","1","1","3","0","4","6","17","F","Played",TRUE,"3113297","bruno-caboclo","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Wooten","8","1","3","1","3","0","0","0","1","1","1","0","0","0","1","-8","3","F","Played",TRUE,"4278509","kenny-wooten","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Martin Jr.","9","0","2","0","1","0","0","1","2","3","2","0","0","2","2","-8","0","F","Played",TRUE,"4431828","kenyon-martin-jr","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Nwaba","19","1","5","0","0","2","2","1","3","4","0","3","1","0","3","7","4","G","Played",TRUE,"3062744","david-nwaba","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Jones","6","1","2","1","1","2","2","0","3","3","0","0","0","0","1","-1","5","G","Played",TRUE,"4395704","mason-jones","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Thomas","14","1","5","0","1","0","0","0","2","2","1","0","1","0","1","-12","2","G","Played",TRUE,"4407254","brodric-thomas","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Green","16","5","10","3","6","3","4","0","5","5","0","0","1","0","1","8","16","G","Played",TRUE,"2761","gerald-green","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Grant","13","2","2","2","2","0","0","0","0","0","3","0","0","0","1","0","6","G","Played",TRUE,"2531047","jerian-grant","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. McLemore","19","3","7","2","5","2","2","1","1","2","1","0","0","0","0","0","10","G","Played",TRUE,"2578213","ben-mclemore","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Clemons","17","1","8","1","5","2","2","0","1","1","1","0","0","0","3","-1","5","G","Played",TRUE,"3906603","chris-clemons","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Queen","6","1","6","1","3","0","0","2","0","2","0","0","1","0","3","-1","3","G","Played",TRUE,"4409222","trevelin-queen","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"P.J. Tucker","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3033","pj-tucker","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Harden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-NOT WITH TEAM",FALSE,"3992","james-harden","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Brown","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3057187","sterling-brown","HOU","CHI","401265786",2020-12-11,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
